"","DEG","up.results_LC_RC_padj.1","down.results_LC_RC_padj.1"
"763","Down",NA,"Cladocopium_Davies_comp169476_c0_seq1_Symbiont"
"764","Down",NA,"Cladocopium_Davies_comp169731_c0_seq2_Symbiont"
"765","Down",NA,"Cladocopium_Davies_comp169953_c1_seq1_Symbiont"
"766","Down",NA,"Cladocopium_Davies_comp170045_c0_seq1_Symbiont"
"767","Down",NA,"Cladocopium_Davies_comp170076_c0_seq1_Symbiont"
"768","Down",NA,"Cladocopium_Davies_comp170456_c0_seq1_Symbiont"
"769","Down",NA,"Cladocopium_Davies_comp170653_c0_seq1_Symbiont"
"770","Down",NA,"Cladocopium_Davies_comp171369_c0_seq1_Symbiont"
"771","Down",NA,"Cladocopium_Davies_comp171437_c0_seq1_Symbiont"
"772","Down",NA,"Cladocopium_Davies_comp171507_c0_seq1_Symbiont"
"773","Down",NA,"Cladocopium_Davies_comp171652_c0_seq1_Symbiont"
"774","Down",NA,"Cladocopium_Davies_comp171666_c0_seq2_Symbiont"
"775","Down",NA,"Cladocopium_Davies_comp171706_c0_seq1_Symbiont"
"776","Down",NA,"Cladocopium_Davies_comp171829_c0_seq2_Symbiont"
"777","Down",NA,"Cladocopium_Davies_comp172436_c0_seq1_Symbiont"
"778","Down",NA,"Cladocopium_Davies_comp172443_c0_seq1_Symbiont"
"779","Down",NA,"Cladocopium_Davies_comp172494_c0_seq1_Symbiont"
"780","Down",NA,"Cladocopium_Davies_comp172504_c0_seq1_Symbiont"
"781","Down",NA,"Cladocopium_Davies_comp172612_c0_seq1_Symbiont"
"782","Down",NA,"Cladocopium_Davies_comp172750_c0_seq2_Symbiont"
"783","Down",NA,"Cladocopium_Davies_comp172853_c0_seq1_Symbiont"
"784","Down",NA,"Cladocopium_Davies_comp172869_c0_seq2_Symbiont"
"785","Down",NA,"Cladocopium_Davies_comp172880_c0_seq1_Symbiont"
"786","Down",NA,"Cladocopium_Davies_comp173002_c0_seq2_Symbiont"
"787","Down",NA,"Cladocopium_Davies_comp173164_c0_seq1_Symbiont"
"788","Down",NA,"Cladocopium_Davies_comp173220_c0_seq1_Symbiont"
"789","Down",NA,"Cladocopium_Davies_comp173263_c1_seq1_Symbiont"
"790","Down",NA,"Cladocopium_Davies_comp173274_c0_seq2_Symbiont"
"791","Down",NA,"Cladocopium_Davies_comp173808_c0_seq1_Symbiont"
"792","Down",NA,"Cladocopium_Davies_comp173904_c0_seq2_Symbiont"
"793","Down",NA,"Cladocopium_Davies_comp174036_c0_seq1_Symbiont"
"794","Down",NA,"Cladocopium_Davies_comp174073_c2_seq1_Symbiont"
"795","Down",NA,"Cladocopium_Davies_comp174149_c0_seq1_Symbiont"
"796","Down",NA,"Cladocopium_Davies_comp174239_c0_seq1_Symbiont"
"797","Down",NA,"Cladocopium_Davies_comp174242_c0_seq1_Symbiont"
"798","Down",NA,"Cladocopium_Davies_comp174379_c0_seq2_Symbiont"
"799","Down",NA,"Cladocopium_Davies_comp174407_c1_seq1_Symbiont"
"800","Down",NA,"Cladocopium_Davies_comp174571_c0_seq1_Symbiont"
"801","Down",NA,"Cladocopium_Davies_comp174610_c0_seq1_Symbiont"
"802","Down",NA,"Cladocopium_Davies_comp174618_c0_seq1_Symbiont"
"803","Down",NA,"Cladocopium_Davies_comp174884_c0_seq1_Symbiont"
"804","Down",NA,"Cladocopium_Davies_comp174921_c0_seq1_Symbiont"
"805","Down",NA,"Cladocopium_Davies_comp174932_c0_seq1_Symbiont"
"806","Down",NA,"Cladocopium_Davies_comp174985_c0_seq1_Symbiont"
"807","Down",NA,"Cladocopium_Davies_comp175065_c0_seq1_Symbiont"
"808","Down",NA,"Cladocopium_Davies_comp175202_c0_seq1_Symbiont"
"809","Down",NA,"Cladocopium_Davies_comp175298_c0_seq1_Symbiont"
"810","Down",NA,"Cladocopium_Davies_comp175369_c0_seq1_Symbiont"
"811","Down",NA,"Cladocopium_Davies_comp175402_c0_seq4_Symbiont"
"812","Down",NA,"Cladocopium_Davies_comp175867_c0_seq1_Symbiont"
"813","Down",NA,"Cladocopium_Davies_comp176087_c0_seq1_Symbiont"
"814","Down",NA,"Cladocopium_Davies_comp176113_c0_seq1_Symbiont"
"815","Down",NA,"Cladocopium_Davies_comp176208_c0_seq1_Symbiont"
"816","Down",NA,"Cladocopium_Davies_comp176216_c0_seq1_Symbiont"
"817","Down",NA,"Cladocopium_Davies_comp176472_c0_seq1_Symbiont"
"818","Down",NA,"Cladocopium_Davies_comp176622_c0_seq2_Symbiont"
"819","Down",NA,"Cladocopium_Davies_comp176777_c0_seq1_Symbiont"
"820","Down",NA,"Cladocopium_Davies_comp176787_c0_seq1_Symbiont"
"821","Down",NA,"Cladocopium_Davies_comp177001_c0_seq1_Symbiont"
"822","Down",NA,"Cladocopium_Davies_comp177124_c0_seq4_Symbiont"
"823","Down",NA,"Cladocopium_Davies_comp177335_c0_seq1_Symbiont"
"824","Down",NA,"Cladocopium_Davies_comp177388_c0_seq1_Symbiont"
"825","Down",NA,"Cladocopium_Davies_comp177420_c0_seq1_Symbiont"
"826","Down",NA,"Cladocopium_Davies_comp177441_c0_seq1_Symbiont"
"827","Down",NA,"Cladocopium_Davies_comp177545_c0_seq1_Symbiont"
"828","Down",NA,"Cladocopium_Davies_comp177584_c0_seq1_Symbiont"
"829","Down",NA,"Cladocopium_Davies_comp177597_c0_seq1_Symbiont"
"830","Down",NA,"Cladocopium_Davies_comp177611_c0_seq1_Symbiont"
"831","Down",NA,"Cladocopium_Davies_comp177734_c0_seq1_Symbiont"
"832","Down",NA,"Cladocopium_Davies_comp177742_c0_seq1_Symbiont"
"833","Down",NA,"Cladocopium_Davies_comp177775_c0_seq1_Symbiont"
"834","Down",NA,"Cladocopium_Davies_comp177798_c0_seq1_Symbiont"
"835","Down",NA,"Cladocopium_Davies_comp177830_c0_seq1_Symbiont"
"836","Down",NA,"Cladocopium_Davies_comp177852_c0_seq1_Symbiont"
"837","Down",NA,"Cladocopium_Davies_comp177930_c1_seq1_Symbiont"
"838","Down",NA,"Cladocopium_Davies_comp177965_c0_seq1_Symbiont"
"839","Down",NA,"Cladocopium_Davies_comp178068_c1_seq1_Symbiont"
"840","Down",NA,"Cladocopium_Davies_comp178101_c0_seq2_Symbiont"
"841","Down",NA,"Cladocopium_Davies_comp178110_c0_seq1_Symbiont"
"842","Down",NA,"Cladocopium_Davies_comp178198_c0_seq1_Symbiont"
"843","Down",NA,"Cladocopium_Davies_comp178504_c2_seq1_Symbiont"
"844","Down",NA,"Cladocopium_Davies_comp178585_c0_seq1_Symbiont"
"845","Down",NA,"Cladocopium_Davies_comp178803_c0_seq1_Symbiont"
"846","Down",NA,"Cladocopium_Davies_comp178816_c1_seq1_Symbiont"
"847","Down",NA,"Cladocopium_Davies_comp179130_c0_seq1_Symbiont"
"848","Down",NA,"Cladocopium_Davies_comp179142_c0_seq1_Symbiont"
"849","Down",NA,"Cladocopium_Davies_comp179147_c0_seq6_Symbiont"
"850","Down",NA,"Cladocopium_Davies_comp179149_c0_seq1_Symbiont"
"851","Down",NA,"Cladocopium_Davies_comp179197_c0_seq1_Symbiont"
"852","Down",NA,"Cladocopium_Davies_comp179284_c0_seq2_Symbiont"
"853","Down",NA,"Cladocopium_Davies_comp179297_c0_seq3_Symbiont"
"854","Down",NA,"Cladocopium_Davies_comp179302_c0_seq1_Symbiont"
"855","Down",NA,"Cladocopium_Davies_comp179406_c0_seq1_Symbiont"
"856","Down",NA,"Cladocopium_Davies_comp179469_c0_seq2_Symbiont"
"857","Down",NA,"Cladocopium_Davies_comp179499_c0_seq1_Symbiont"
"858","Down",NA,"Cladocopium_Davies_comp179657_c0_seq1_Symbiont"
"859","Down",NA,"Cladocopium_Davies_comp179663_c0_seq1_Symbiont"
"860","Down",NA,"Cladocopium_Davies_comp179815_c0_seq1_Symbiont"
"861","Down",NA,"Cladocopium_Davies_comp179864_c0_seq1_Symbiont"
"862","Down",NA,"Cladocopium_Davies_comp179882_c0_seq1_Symbiont"
"863","Down",NA,"Cladocopium_Davies_comp179917_c0_seq1_Symbiont"
"864","Down",NA,"Cladocopium_Davies_comp180128_c0_seq1_Symbiont"
"865","Down",NA,"Cladocopium_Davies_comp180223_c0_seq1_Symbiont"
"866","Down",NA,"Cladocopium_Davies_comp180359_c0_seq1_Symbiont"
"867","Down",NA,"Cladocopium_Davies_comp180427_c0_seq1_Symbiont"
"868","Down",NA,"Cladocopium_Davies_comp180444_c0_seq1_Symbiont"
"869","Down",NA,"Cladocopium_Davies_comp180464_c0_seq1_Symbiont"
"870","Down",NA,"Cladocopium_Davies_comp180472_c0_seq1_Symbiont"
"871","Down",NA,"Cladocopium_Davies_comp180597_c0_seq1_Symbiont"
"872","Down",NA,"Cladocopium_Davies_comp180615_c0_seq1_Symbiont"
"873","Down",NA,"Cladocopium_Davies_comp180833_c0_seq1_Symbiont"
"874","Down",NA,"Cladocopium_Davies_comp180835_c0_seq1_Symbiont"
"875","Down",NA,"Cladocopium_Davies_comp180888_c0_seq2_Symbiont"
"876","Down",NA,"Cladocopium_Davies_comp180998_c1_seq1_Symbiont"
"877","Down",NA,"Cladocopium_Davies_comp181080_c0_seq2_Symbiont"
"878","Down",NA,"Cladocopium_Davies_comp181098_c0_seq1_Symbiont"
"879","Down",NA,"Cladocopium_Davies_comp181211_c0_seq4_Symbiont"
"880","Down",NA,"Cladocopium_Davies_comp181497_c0_seq1_Symbiont"
"881","Down",NA,"Cladocopium_Davies_comp181561_c0_seq2_Symbiont"
"882","Down",NA,"Cladocopium_Davies_comp181567_c0_seq1_Symbiont"
"883","Down",NA,"Cladocopium_Davies_comp181588_c0_seq1_Symbiont"
"884","Down",NA,"Cladocopium_Davies_comp181600_c0_seq1_Symbiont"
"885","Down",NA,"Cladocopium_Davies_comp181616_c0_seq1_Symbiont"
"886","Down",NA,"Cladocopium_Davies_comp181654_c0_seq1_Symbiont"
"887","Down",NA,"Cladocopium_Davies_comp181854_c0_seq1_Symbiont"
"888","Down",NA,"Cladocopium_Davies_comp182234_c0_seq1_Symbiont"
"889","Down",NA,"Cladocopium_Davies_comp182405_c0_seq1_Symbiont"
"890","Down",NA,"Cladocopium_Davies_comp182455_c0_seq1_Symbiont"
"891","Down",NA,"Cladocopium_Davies_comp182482_c0_seq1_Symbiont"
"892","Down",NA,"Cladocopium_Davies_comp182540_c1_seq1_Symbiont"
"893","Down",NA,"Cladocopium_Davies_comp182561_c0_seq5_Symbiont"
"894","Down",NA,"Cladocopium_Davies_comp182588_c0_seq1_Symbiont"
"895","Down",NA,"Cladocopium_Davies_comp182608_c0_seq1_Symbiont"
"896","Down",NA,"Cladocopium_Davies_comp182613_c0_seq1_Symbiont"
"897","Down",NA,"Cladocopium_Davies_comp182683_c1_seq2_Symbiont"
"898","Down",NA,"Cladocopium_Davies_comp182749_c0_seq5_Symbiont"
"899","Down",NA,"Cladocopium_Davies_comp182851_c0_seq1_Symbiont"
"900","Down",NA,"Cladocopium_Davies_comp182899_c0_seq4_Symbiont"
"901","Down",NA,"Cladocopium_Davies_comp183027_c0_seq1_Symbiont"
"902","Down",NA,"Cladocopium_Davies_comp183107_c0_seq1_Symbiont"
"903","Down",NA,"Cladocopium_Davies_comp183151_c0_seq1_Symbiont"
"904","Down",NA,"Cladocopium_Davies_comp183438_c0_seq1_Symbiont"
"905","Down",NA,"Cladocopium_Davies_comp183507_c0_seq1_Symbiont"
"906","Down",NA,"Cladocopium_Davies_comp183510_c0_seq1_Symbiont"
"907","Down",NA,"Cladocopium_Davies_comp183541_c0_seq3_Symbiont"
"908","Down",NA,"Cladocopium_Davies_comp183618_c0_seq1_Symbiont"
"909","Down",NA,"Cladocopium_Davies_comp183692_c0_seq1_Symbiont"
"910","Down",NA,"Cladocopium_Davies_comp183732_c0_seq4_Symbiont"
"911","Down",NA,"Cladocopium_Davies_comp183802_c0_seq1_Symbiont"
"912","Down",NA,"Cladocopium_Davies_comp183825_c0_seq1_Symbiont"
"913","Down",NA,"Cladocopium_Davies_comp184041_c0_seq1_Symbiont"
"914","Down",NA,"Cladocopium_Davies_comp184051_c0_seq1_Symbiont"
"915","Down",NA,"Cladocopium_Davies_comp184163_c0_seq1_Symbiont"
"916","Down",NA,"Cladocopium_Davies_comp184388_c0_seq1_Symbiont"
"917","Down",NA,"Cladocopium_Davies_comp184404_c0_seq8_Symbiont"
"918","Down",NA,"Cladocopium_Davies_comp184442_c0_seq1_Symbiont"
"919","Down",NA,"Cladocopium_Davies_comp184463_c0_seq1_Symbiont"
"920","Down",NA,"Cladocopium_Davies_comp184499_c0_seq4_Symbiont"
"921","Down",NA,"Cladocopium_Davies_comp184586_c1_seq1_Symbiont"
"922","Down",NA,"Cladocopium_Davies_comp184604_c0_seq1_Symbiont"
"923","Down",NA,"Cladocopium_Davies_comp184613_c0_seq1_Symbiont"
"924","Down",NA,"Cladocopium_Davies_comp184969_c0_seq1_Symbiont"
"925","Down",NA,"Cladocopium_Davies_comp184986_c0_seq2_Symbiont"
"926","Down",NA,"Cladocopium_Davies_comp185078_c0_seq1_Symbiont"
"927","Down",NA,"Cladocopium_Davies_comp185197_c0_seq2_Symbiont"
"928","Down",NA,"Cladocopium_Davies_comp185310_c0_seq1_Symbiont"
"929","Down",NA,"Cladocopium_Davies_comp185324_c0_seq1_Symbiont"
"930","Down",NA,"Cladocopium_Davies_comp185372_c0_seq1_Symbiont"
"931","Down",NA,"Cladocopium_Davies_comp185396_c0_seq2_Symbiont"
"932","Down",NA,"Cladocopium_Davies_comp185434_c0_seq1_Symbiont"
"933","Down",NA,"Cladocopium_Davies_comp185440_c0_seq1_Symbiont"
"934","Down",NA,"Cladocopium_Davies_comp185518_c0_seq2_Symbiont"
"935","Down",NA,"Cladocopium_Davies_comp185550_c0_seq1_Symbiont"
"936","Down",NA,"Cladocopium_Davies_comp185619_c0_seq2_Symbiont"
"937","Down",NA,"Cladocopium_Davies_comp185734_c0_seq1_Symbiont"
"938","Down",NA,"Cladocopium_Davies_comp185745_c0_seq1_Symbiont"
"939","Down",NA,"Cladocopium_Davies_comp185875_c0_seq1_Symbiont"
"940","Down",NA,"Cladocopium_Davies_comp185942_c0_seq1_Symbiont"
"941","Down",NA,"Cladocopium_Davies_comp185947_c0_seq2_Symbiont"
"942","Down",NA,"Cladocopium_Davies_comp186123_c0_seq2_Symbiont"
"943","Down",NA,"Cladocopium_Davies_comp186167_c0_seq3_Symbiont"
"944","Down",NA,"Cladocopium_Davies_comp186203_c0_seq1_Symbiont"
"945","Down",NA,"Cladocopium_Davies_comp186238_c0_seq2_Symbiont"
"946","Down",NA,"Cladocopium_Davies_comp186292_c0_seq1_Symbiont"
"947","Down",NA,"Cladocopium_Davies_comp186311_c0_seq1_Symbiont"
"948","Down",NA,"Cladocopium_Davies_comp186446_c0_seq1_Symbiont"
"949","Down",NA,"Cladocopium_Davies_comp186514_c0_seq2_Symbiont"
"950","Down",NA,"Cladocopium_Davies_comp186803_c0_seq1_Symbiont"
"951","Down",NA,"Cladocopium_Davies_comp186858_c0_seq1_Symbiont"
"952","Down",NA,"Cladocopium_Davies_comp186940_c0_seq1_Symbiont"
"953","Down",NA,"Cladocopium_Davies_comp186975_c0_seq1_Symbiont"
"954","Down",NA,"Cladocopium_Davies_comp187002_c0_seq1_Symbiont"
"955","Down",NA,"Cladocopium_Davies_comp187078_c0_seq1_Symbiont"
"956","Down",NA,"Cladocopium_Davies_comp187091_c0_seq1_Symbiont"
"957","Down",NA,"Cladocopium_Davies_comp187110_c0_seq1_Symbiont"
"958","Down",NA,"Cladocopium_Davies_comp187119_c0_seq1_Symbiont"
"959","Down",NA,"Cladocopium_Davies_comp187286_c0_seq1_Symbiont"
"960","Down",NA,"Cladocopium_Davies_comp187341_c0_seq1_Symbiont"
"961","Down",NA,"Cladocopium_Davies_comp187397_c0_seq1_Symbiont"
"962","Down",NA,"Cladocopium_Davies_comp187635_c0_seq1_Symbiont"
"963","Down",NA,"Cladocopium_Davies_comp187651_c0_seq1_Symbiont"
"964","Down",NA,"Cladocopium_Davies_comp187654_c0_seq1_Symbiont"
"965","Down",NA,"Cladocopium_Davies_comp187668_c0_seq2_Symbiont"
"966","Down",NA,"Cladocopium_Davies_comp187716_c0_seq1_Symbiont"
"967","Down",NA,"Cladocopium_Davies_comp187722_c0_seq1_Symbiont"
"968","Down",NA,"Cladocopium_Davies_comp187796_c0_seq1_Symbiont"
"969","Down",NA,"Cladocopium_Davies_comp187812_c0_seq1_Symbiont"
"970","Down",NA,"Cladocopium_Davies_comp187833_c0_seq1_Symbiont"
"971","Down",NA,"Cladocopium_Davies_comp187838_c0_seq3_Symbiont"
"972","Down",NA,"Cladocopium_Davies_comp187888_c0_seq1_Symbiont"
"973","Down",NA,"Cladocopium_Davies_comp187949_c0_seq1_Symbiont"
"974","Down",NA,"Cladocopium_Davies_comp187979_c0_seq1_Symbiont"
"975","Down",NA,"Cladocopium_Davies_comp188069_c0_seq1_Symbiont"
"976","Down",NA,"Cladocopium_Davies_comp188081_c0_seq1_Symbiont"
"977","Down",NA,"Cladocopium_Davies_comp188152_c0_seq1_Symbiont"
"978","Down",NA,"Cladocopium_Davies_comp188162_c0_seq1_Symbiont"
"979","Down",NA,"Cladocopium_Davies_comp188196_c0_seq1_Symbiont"
"980","Down",NA,"Cladocopium_Davies_comp188201_c0_seq2_Symbiont"
"981","Down",NA,"Cladocopium_Davies_comp188225_c0_seq1_Symbiont"
"982","Down",NA,"Cladocopium_Davies_comp188372_c0_seq1_Symbiont"
"983","Down",NA,"Cladocopium_Davies_comp188408_c0_seq1_Symbiont"
"984","Down",NA,"Cladocopium_Davies_comp188412_c1_seq1_Symbiont"
"985","Down",NA,"Cladocopium_Davies_comp188434_c0_seq1_Symbiont"
"986","Down",NA,"Cladocopium_Davies_comp188451_c0_seq1_Symbiont"
"987","Down",NA,"Cladocopium_Davies_comp188523_c0_seq1_Symbiont"
"988","Down",NA,"Cladocopium_Davies_comp188573_c0_seq1_Symbiont"
"989","Down",NA,"Cladocopium_Davies_comp188638_c1_seq1_Symbiont"
"990","Down",NA,"Cladocopium_Davies_comp188645_c0_seq2_Symbiont"
"991","Down",NA,"Cladocopium_Davies_comp188677_c0_seq1_Symbiont"
"992","Down",NA,"Cladocopium_Davies_comp188716_c0_seq1_Symbiont"
"993","Down",NA,"Cladocopium_Davies_comp188726_c0_seq2_Symbiont"
"994","Down",NA,"Cladocopium_Davies_comp188733_c0_seq1_Symbiont"
"995","Down",NA,"Cladocopium_Davies_comp188798_c0_seq3_Symbiont"
"996","Down",NA,"Cladocopium_Davies_comp188946_c0_seq2_Symbiont"
"997","Down",NA,"Cladocopium_Davies_comp188980_c0_seq2_Symbiont"
"998","Down",NA,"Cladocopium_Davies_comp189139_c0_seq1_Symbiont"
"999","Down",NA,"Cladocopium_Davies_comp189165_c0_seq1_Symbiont"
"1000","Down",NA,"Cladocopium_Davies_comp189188_c0_seq1_Symbiont"
"1001","Down",NA,"Cladocopium_Davies_comp189317_c0_seq1_Symbiont"
"1002","Down",NA,"Cladocopium_Davies_comp189348_c0_seq1_Symbiont"
"1003","Down",NA,"Cladocopium_Davies_comp189391_c0_seq2_Symbiont"
"1004","Down",NA,"Cladocopium_Davies_comp189441_c0_seq1_Symbiont"
"1005","Down",NA,"Cladocopium_Davies_comp189462_c0_seq2_Symbiont"
"1006","Down",NA,"Cladocopium_Davies_comp189480_c0_seq1_Symbiont"
"1007","Down",NA,"Cladocopium_Davies_comp189513_c0_seq4_Symbiont"
"1008","Down",NA,"Cladocopium_Davies_comp189654_c0_seq1_Symbiont"
"1009","Down",NA,"Cladocopium_Davies_comp189679_c0_seq1_Symbiont"
"1010","Down",NA,"Cladocopium_Davies_comp189693_c0_seq1_Symbiont"
"1011","Down",NA,"Cladocopium_Davies_comp189718_c1_seq1_Symbiont"
"1012","Down",NA,"Cladocopium_Davies_comp189723_c0_seq2_Symbiont"
"1013","Down",NA,"Cladocopium_Davies_comp189814_c0_seq1_Symbiont"
"1014","Down",NA,"Cladocopium_Davies_comp189866_c0_seq3_Symbiont"
"1015","Down",NA,"Cladocopium_Davies_comp189993_c0_seq1_Symbiont"
"1016","Down",NA,"Cladocopium_Davies_comp190001_c1_seq3_Symbiont"
"1017","Down",NA,"Cladocopium_Davies_comp190011_c0_seq1_Symbiont"
"1018","Down",NA,"Cladocopium_Davies_comp190014_c0_seq1_Symbiont"
"1019","Down",NA,"Cladocopium_Davies_comp190071_c0_seq4_Symbiont"
"1020","Down",NA,"Cladocopium_Davies_comp190078_c0_seq1_Symbiont"
"1021","Down",NA,"Cladocopium_Davies_comp190106_c1_seq1_Symbiont"
"1022","Down",NA,"Cladocopium_Davies_comp190263_c0_seq1_Symbiont"
"1023","Down",NA,"Cladocopium_Davies_comp190360_c0_seq1_Symbiont"
"1024","Down",NA,"Cladocopium_Davies_comp190656_c0_seq1_Symbiont"
"1025","Down",NA,"Cladocopium_Davies_comp190792_c0_seq1_Symbiont"
"1026","Down",NA,"Cladocopium_Davies_comp190951_c0_seq2_Symbiont"
"1027","Down",NA,"Cladocopium_Davies_comp190977_c0_seq2_Symbiont"
"1028","Down",NA,"Cladocopium_Davies_comp190987_c0_seq1_Symbiont"
"1029","Down",NA,"Cladocopium_Davies_comp191154_c0_seq1_Symbiont"
"1030","Down",NA,"Cladocopium_Davies_comp191193_c0_seq1_Symbiont"
"1031","Down",NA,"Cladocopium_Davies_comp191273_c0_seq1_Symbiont"
"1032","Down",NA,"Cladocopium_Davies_comp191336_c0_seq1_Symbiont"
"1033","Down",NA,"Cladocopium_Davies_comp191548_c0_seq1_Symbiont"
"1034","Down",NA,"Cladocopium_Davies_comp191639_c0_seq1_Symbiont"
"1035","Down",NA,"Cladocopium_Davies_comp191705_c1_seq1_Symbiont"
"1036","Down",NA,"Cladocopium_Davies_comp191711_c0_seq1_Symbiont"
"1037","Down",NA,"Cladocopium_Davies_comp191732_c0_seq1_Symbiont"
"1038","Down",NA,"Cladocopium_Davies_comp191821_c0_seq2_Symbiont"
"1039","Down",NA,"Cladocopium_Davies_comp192109_c0_seq1_Symbiont"
"1040","Down",NA,"Cladocopium_Davies_comp192233_c0_seq1_Symbiont"
"1041","Down",NA,"Cladocopium_Davies_comp192368_c0_seq1_Symbiont"
"1042","Down",NA,"Cladocopium_Davies_comp192378_c1_seq2_Symbiont"
"1043","Down",NA,"Cladocopium_Davies_comp192410_c0_seq1_Symbiont"
"1044","Down",NA,"Cladocopium_Davies_comp192692_c0_seq2_Symbiont"
"1045","Down",NA,"Cladocopium_Davies_comp192704_c0_seq1_Symbiont"
"1046","Down",NA,"Cladocopium_Davies_comp192880_c0_seq3_Symbiont"
"1047","Down",NA,"Cladocopium_Davies_comp193030_c0_seq3_Symbiont"
"1048","Down",NA,"Cladocopium_Davies_comp193417_c0_seq1_Symbiont"
"1049","Down",NA,"Cladocopium_Davies_comp193601_c0_seq4_Symbiont"
"1050","Down",NA,"Cladocopium_Davies_comp193783_c0_seq1_Symbiont"
"1051","Down",NA,"Cladocopium_Davies_comp193882_c0_seq3_Symbiont"
"1052","Down",NA,"Cladocopium_Davies_comp193957_c0_seq1_Symbiont"
"1053","Down",NA,"Cladocopium_Davies_comp194051_c0_seq1_Symbiont"
"1054","Down",NA,"Cladocopium_Davies_comp194181_c0_seq2_Symbiont"
"1055","Down",NA,"Cladocopium_Davies_comp194231_c0_seq1_Symbiont"
"1056","Down",NA,"Cladocopium_Davies_comp194349_c0_seq1_Symbiont"
"1057","Down",NA,"Cladocopium_Davies_comp194473_c0_seq1_Symbiont"
"1058","Down",NA,"Cladocopium_Davies_comp194623_c0_seq1_Symbiont"
"1059","Down",NA,"Cladocopium_Davies_comp194743_c0_seq1_Symbiont"
"1060","Down",NA,"Cladocopium_Davies_comp194749_c0_seq2_Symbiont"
"1061","Down",NA,"Cladocopium_Davies_comp194768_c0_seq1_Symbiont"
"1062","Down",NA,"Cladocopium_Davies_comp195077_c0_seq1_Symbiont"
"1063","Down",NA,"Cladocopium_Davies_comp195112_c0_seq1_Symbiont"
"1064","Down",NA,"Cladocopium_Davies_comp195124_c0_seq3_Symbiont"
"1065","Down",NA,"Cladocopium_Davies_comp195137_c0_seq1_Symbiont"
"1066","Down",NA,"Cladocopium_Davies_comp195216_c0_seq2_Symbiont"
"1067","Down",NA,"Cladocopium_Davies_comp195341_c1_seq1_Symbiont"
"1068","Down",NA,"Cladocopium_Davies_comp195482_c0_seq2_Symbiont"
"1069","Down",NA,"Cladocopium_Davies_comp195562_c0_seq1_Symbiont"
"1070","Down",NA,"Cladocopium_Davies_comp195568_c0_seq1_Symbiont"
"1071","Down",NA,"Cladocopium_Davies_comp195658_c0_seq1_Symbiont"
"1072","Down",NA,"Cladocopium_Davies_comp195865_c0_seq1_Symbiont"
"1073","Down",NA,"Cladocopium_Davies_comp195958_c0_seq1_Symbiont"
"1074","Down",NA,"Cladocopium_Davies_comp195968_c0_seq2_Symbiont"
"1075","Down",NA,"Cladocopium_Davies_comp195994_c0_seq2_Symbiont"
"1076","Down",NA,"Cladocopium_Davies_comp196080_c0_seq1_Symbiont"
"1077","Down",NA,"Cladocopium_Davies_comp196163_c0_seq1_Symbiont"
"1078","Down",NA,"Cladocopium_Davies_comp196190_c0_seq1_Symbiont"
"1079","Down",NA,"Cladocopium_Davies_comp196246_c0_seq1_Symbiont"
"1080","Down",NA,"Cladocopium_Davies_comp196384_c0_seq1_Symbiont"
"1081","Down",NA,"Cladocopium_Davies_comp196493_c0_seq1_Symbiont"
"1082","Down",NA,"Cladocopium_Davies_comp196605_c0_seq1_Symbiont"
"1083","Down",NA,"Cladocopium_Davies_comp196665_c0_seq2_Symbiont"
"1084","Down",NA,"Cladocopium_Davies_comp196715_c0_seq1_Symbiont"
"1085","Down",NA,"Cladocopium_Davies_comp196720_c1_seq1_Symbiont"
"1086","Down",NA,"Cladocopium_Davies_comp196761_c0_seq1_Symbiont"
"1087","Down",NA,"Cladocopium_Davies_comp196874_c0_seq2_Symbiont"
"1088","Down",NA,"Cladocopium_Davies_comp196959_c0_seq2_Symbiont"
"1089","Down",NA,"Cladocopium_Davies_comp196970_c0_seq1_Symbiont"
"1090","Down",NA,"Cladocopium_Davies_comp196992_c0_seq1_Symbiont"
"1091","Down",NA,"Cladocopium_Davies_comp197009_c0_seq1_Symbiont"
"1092","Down",NA,"Cladocopium_Davies_comp197067_c0_seq1_Symbiont"
"1093","Down",NA,"Cladocopium_Davies_comp197156_c0_seq1_Symbiont"
"1094","Down",NA,"Cladocopium_Davies_comp197245_c0_seq1_Symbiont"
"1095","Down",NA,"Cladocopium_Davies_comp197273_c0_seq1_Symbiont"
"1096","Down",NA,"Cladocopium_Davies_comp197288_c1_seq1_Symbiont"
"1097","Down",NA,"Cladocopium_Davies_comp197340_c0_seq4_Symbiont"
"1098","Down",NA,"Cladocopium_Davies_comp197350_c0_seq1_Symbiont"
"1099","Down",NA,"Cladocopium_Davies_comp197394_c0_seq1_Symbiont"
"1100","Down",NA,"Cladocopium_Davies_comp197398_c0_seq2_Symbiont"
"1101","Down",NA,"Cladocopium_Davies_comp197407_c1_seq1_Symbiont"
"1102","Down",NA,"Cladocopium_Davies_comp197430_c1_seq1_Symbiont"
"1103","Down",NA,"Cladocopium_Davies_comp197736_c0_seq1_Symbiont"
"1104","Down",NA,"Cladocopium_Davies_comp197739_c0_seq1_Symbiont"
"1105","Down",NA,"Cladocopium_Davies_comp197744_c0_seq2_Symbiont"
"1106","Down",NA,"Cladocopium_Davies_comp197820_c0_seq1_Symbiont"
"1107","Down",NA,"Cladocopium_Davies_comp197851_c1_seq1_Symbiont"
"1108","Down",NA,"Cladocopium_Davies_comp197984_c0_seq2_Symbiont"
